task,method,classifier,repeat,seed,primary_name,primary,accuracy,balanced_accuracy,precision,recall,auc
attention_state,bandpass,random_forest,10,1786428360,accuracy,0.8248792270531401,0.8248792270531401,0.82487922705314,0.8257705334445528,0.82487922705314,0.9476683382342644
attention_state,bandpass,svm,1,2013945970,accuracy,0.6340579710144928,0.6340579710144928,0.6340579710144928,0.6332623413325215,0.6340579710144928,0.8073947721942168
attention_state,bandpass,svm,2,61155527,accuracy,0.6358695652173914,0.6358695652173914,0.6358695652173914,0.6341593375748801,0.6358695652173914,0.799980472852342
attention_state,bandpass,svm,3,1072713694,accuracy,0.6292270531400966,0.6292270531400966,0.6292270531400965,0.6303856785364442,0.6292270531400965,0.8062619788384793
attention_state,bandpass,svm,4,2111243235,accuracy,0.6612318840579711,0.6612318840579711,0.6612318840579711,0.6604843280120246,0.6612318840579711,0.8234912680284253
attention_state,bandpass,svm,5,1626406676,accuracy,0.6473429951690821,0.6473429951690821,0.6473429951690822,0.6447557555724428,0.6473429951690822,0.8119005110971084
attention_state,bandpass,svm,6,126691620,accuracy,0.6400966183574879,0.6400966183574879,0.640096618357488,0.6385559265190653,0.640096618357488,0.8130431500735139
attention_state,bandpass,svm,7,28155425,accuracy,0.6419082125603864,0.6419082125603864,0.6419082125603864,0.6406511682324052,0.6419082125603864,0.815071894910033
attention_state,bandpass,svm,8,149869551,accuracy,0.6491545893719807,0.6491545893719807,0.6491545893719807,0.6496187841843599,0.6491545893719807,0.8175661188125742
attention_state,bandpass,svm,9,2044435244,accuracy,0.6527777777777778,0.6527777777777778,0.6527777777777777,0.6508279097510056,0.6527777777777777,0.8177127091647414
attention_state,bandpass,svm,10,1786428360,accuracy,0.6358695652173914,0.6358695652173914,0.6358695652173912,0.6374010329327284,0.6358695652173912,0.8079521437198068
attention_state,bandpass,vit,1,2013945970,accuracy,0.5984299516908212,0.5984299516908212,0.5984299516908212,0.6223729023887002,0.5984299516908212,0.7946684870125323
attention_state,bandpass,vit,2,61155527,accuracy,0.6256038647342995,0.6256038647342995,0.6256038647342995,0.6493561851175681,0.6256038647342995,0.8158945512147309
attention_state,bandpass,vit,3,1072713694,accuracy,0.6382850241545893,0.6382850241545893,0.6382850241545894,0.6409397296148299,0.6382850241545894,0.8221197183714906
attention_state,bandpass,vit,4,2111243235,accuracy,0.6358695652173914,0.6358695652173914,0.6358695652173914,0.6458325458573166,0.6358695652173914,0.8188444085626269
attention_state,bandpass,vit,5,1626406676,accuracy,0.6213768115942029,0.6213768115942029,0.621376811594203,0.625585055773735,0.621376811594203,0.8168298851781838
attention_state,bandpass,vit,6,126691620,accuracy,0.6419082125603864,0.6419082125603864,0.6419082125603864,0.6369456357080757,0.6419082125603864,0.8165749929986698
attention_state,bandpass,vit,7,28155425,accuracy,0.6316425120772947,0.6316425120772947,0.6316425120772947,0.6611627195111288,0.6316425120772947,0.822871814394735
attention_state,bandpass,vit,8,149869551,accuracy,0.6491545893719807,0.6491545893719807,0.6491545893719808,0.6604562302061087,0.6491545893719808,0.8335969771756634
attention_state,bandpass,vit,9,2044435244,accuracy,0.6612318840579711,0.6612318840579711,0.6612318840579711,0.659588176732853,0.6612318840579711,0.8307499518658545
attention_state,bandpass,vit,10,1786428360,accuracy,0.6207729468599034,0.6207729468599034,0.6207729468599034,0.6564538400548771,0.6207729468599034,0.8237234605825106
attention_state,ic_unet,eegnet,1,2013945970,accuracy,0.6642512077294686,0.6642512077294686,0.6642512077294686,0.6604068312016135,0.6642512077294686,0.8411554054645384
attention_state,ic_unet,eegnet,2,61155527,accuracy,0.6455314009661836,0.6455314009661836,0.6455314009661836,0.6496070638339194,0.6455314009661836,0.8305943363614087
attention_state,ic_unet,eegnet,3,1072713694,accuracy,0.6721014492753623,0.6721014492753623,0.6721014492753623,0.719148957019264,0.6721014492753623,0.844833018273472
attention_state,ic_unet,eegnet,4,2111243235,accuracy,0.6751207729468599,0.6751207729468599,0.67512077294686,0.6789811431548683,0.67512077294686,0.8431051118462508
attention_state,ic_unet,eegnet,5,1626406676,accuracy,0.6564009661835749,0.6564009661835749,0.6564009661835749,0.6550618536715148,0.6564009661835749,0.8409943201708323
attention_state,ic_unet,eegnet,6,126691620,accuracy,0.6455314009661836,0.6455314009661836,0.6455314009661836,0.6455658590272323,0.6455314009661836,0.8327847134705594
