task,method,classifier,primary_mean,primary_std,auc_mean,auc_std,accuracy_mean,balanced_accuracy_mean,precision_mean,recall_mean
bci_errp,ic_unet,random_forest,0.5205511770076399,0.005238401008550387,0.5468214230446148,0.005755008589268217,0.6325000000000001,0.5205511770076399,0.7200560596551985,0.7882206553297386
bci_errp,ic_unet,svm,0.5448308833921373,0.004195567988866315,0.5654692702263262,0.004288830075382742,0.5725882352941176,0.5448308833921373,0.7407329341469631,0.6111986727498964
bci_errp,ic_unet,vit,0.5308565938303504,0.014825795196451306,0.5495590441350081,0.017954048610054736,0.6317647058823529,0.5308565938303504,0.7281324892582284,0.7721277478224803
bci_errp,ica,eegnet,0.6038718730590624,0.01162393593240744,0.6482724108704668,0.013550616295730178,0.687235294117647,0.6038718730590624,0.7676751099398373,0.8031936955620076
bci_errp,ica,lightgbm,0.5981061900733871,0.0066032787609490926,0.6480495319942008,0.005473285259217043,0.6902647058823529,0.5981061900733871,0.7623302648453744,0.8184570717544586
bci_errp,ica,logistic_regression,0.5822289061887314,0.006928150339472896,0.5938458254402744,0.006925310668769754,0.6312941176470588,0.5822289061887314,0.7612041544112003,0.6995437577768561
bci_errp,ica,mlp,0.6028631621414993,0.010885758249824908,0.6226168274075804,0.013851396592671702,0.6710882352941177,0.6028631621414993,0.7692604284308443,0.7659892160929076
bci_errp,ica,mobilenet,0.5031770671916171,0.005854698746327633,0.5301887120834363,0.018191023260384027,0.678735294117647,0.5031770671916171,0.7109151726932147,0.9229365408544172
bci_errp,ica,random_forest,0.5732496700537099,0.0062747616558428655,0.6377187008147273,0.004214537164948918,0.6910000000000001,0.5732496700537099,0.7463533471666419,0.8547905433430112
bci_errp,ica,svm,0.5847436064649763,0.006675504953983841,0.5953239051381873,0.007784347862659252,0.6336764705882353,0.5847436064649763,0.7627280032054454,0.701742015761095
bci_errp,ica,vit,0.5263819475868733,0.018044417186735547,0.5438296793555322,0.028325428641458587,0.5942941176470589,0.5263819475868733,0.728472713688217,0.6887598506843633
